question_id,question,predicted,actual,is_correct,response
83,형의 집행 및 수용자의 처우에 관한 법령상 귀휴허가 후 조치에 대한 설명으로 옳지 않은 것은?,B,D,False,"정답은 B입니다. 

B항목은 귀휴자가 신청할 경우 작업 장려금의 전부 또는 일부를 귀휴비용으로 사용하게 할 수 있다는 내용이 허위입니다. 일반적으로 귀휴 허가와 관련된 규정에서는 작업 장려금의 사용에 대한 구체적 규정이 없기 때문에 이 설명은 옳지 않습니다. 따라서 B가 정답입니다."
84,우리나라 교정(행형)의 역사에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제를 분석해보면 각 선택지가 한국 교정(행형)의 역사에 대한 설명으로 적합한지를 판단해야 합니다. 

A. 조선시대 장형(杖刑)은 갑오개혁 이후에 폐지되었다.
- 이 선택지는 조선시대의 형벌 제도에 대한 정확한 역사적 사실을 반영하고 있습니다. 갑오개혁으로 많은 전통적 형벌이 개혁되었으므로 맞는 설명입니다.

B. 미군 정기에는 선시제도가 실시되고 간수교습 규정이 마련되었다.
- 이 선택지는 미군 지배 하에 한국의 교정 제도가 개선되었음을 언급한 것입니다. 이 역시 사실로 확인되므로 옳습니다.

C. 1961년 법 개정으로 형무소의 명칭이 교도소로 변경되었다.
- 형무소에서 교도소로의 명칭 변경은 사실입니다. 법적 변화가 있었으므로 맞는 설명입니다.

D. 1894년에 마련된 징역표는 수형자의 단계적 처우에 관한 내용을 담고 있었다.
- 이 선택지는 아마도 틀릴 가능성이 높습니다. 1894년에 마련된 징역표는 주로 징역형에 관한 내용을 설정했으나, '단계적 처우'라는 개념은 이후의 법 개정"
85,형의 집행 및 수용자의 처우에 관한 법령상 작업 장려금에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 작업장려금은 매월 현금으로 본인에게 직접 지급한다.
86,형의 집행 및 수용자의 처우에 관한 법률상 간이 입소 절차를 실시하는 대상에 해당하지 않는 것은?,D,C,False,"이 문제에서 간이 입소 절차를 실시하는 대상에 해당하지 않는 것을 찾는 것이 핵심입니다. 각 선택지를 분석해보겠습니다.

A. 긴급체포되어 교정시설에 유치된 피의자  
- 긴급체포는 특정 법적 요건을 충족하고, 이러한 상태의 피의자는 간이 입소 절차의 대상을 포함하는 것으로 보입니다.

B. 체포영장에 의하여 체포되어 교정시설에 유치된 피의자  
- 체포영장에 의한 체포는 정당한 절차에 따라 이루어지며, 이 경우에도 간이 입소 절차의 대상으로 포함되는 것으로 판단됩니다.

C. 판사의 피의자 심문 후 구속영장이 발부되어 교정시설에 유치된 피의자  
- 구속영장이 발부된 경우에도 법적으로 정당한 절차를 따르는 것이므로, 간이 입소 절차의 대상입니다.

D. 구인 또는 구속영장 청구에 따라 피의자 심문을 위하여 교정시설에 유치된 피의자  
- 이 상황은 피의자가 구속되지 않았고, 심문을 위한 임시적인 유치 상태이므로 간이 입소 절차의 대상이 아닙니다.

따라서, D가 간이 입소 절차를 실시하는 대상에 해당"
87,성폭력 범죄자의 성충동 약물치료에 관한 법률상 ‘성폭력 수형자 중 검사가 치료명령을 청구할 수 있는 대상자’에 대한 치료명령에 관한 설명으로 옳지 않은 것은?,A,A,True,"법원의 치료명령 결정과 관련된 질문에서 선택지들을 검토한 결과, 각 선택지에 대한 법적 타당성을 분석해 보면 다음과 같습니다.

A. 법원의 치료명령 결정에 따른 치료기간은 10년을 초과할 수 없다.
- 이 선택지는 법원의 치료명령이 10년을 초과할 수 없다는 점에서 맞는 설명입니다.

B. 치료비용은 법원의 치료명령 결정을 받은 사람이 부담하는 것이 원칙이다.
- 이 선택지는 일반적으로 맞는 설명입니다. 치료비용을 받는 주체가 치료명령을 통해 정해지는 경우가 많기 때문에 원칙적으로 치료명령 결정을 받은 사람이 부담합니다.

C. 가석방 심사위원회는 성폭력 수형자의 가석방 적격심사를 할 때 치료명령이 결정된 사실을 고려하여야 한다.
- 이 선택지는 잔여 형기를 고려하여 치료명령이 영향을 미친다는 점에서 옳은 설명입니다.

D. 법원의 치료명령 결정이 확정된 후 집행을 받지 아니하고 10년이 경과하면 시효가 완성되어 집행이 면제된다.
- 이 선택지는 틀린 설명입니다. 일반적으로 형사사건에서 수형자의 치료명령이 집행되지 않더라도 시효가 적용되지 않으며, 치료명령"
88,민영교도소 등의 설치 ․ 운영에 관한 법률 상교정 업무의 민간 위탁에 대한 설명으로 옳지 않은 것은?,A,C,False,"먼저 문제의 핵심 형법 쟁점은 민영교도소 등의 설치 ․ 운영에 관한 법률 상 교정 업무의 민간 위탁에 대한 설명의 적정성입니다. 각 선택지를 분석하여 옳지 않은 것을 찾아야 합니다.

A. ""민영교도소 등에 수용된 수용자가 작업하여 생긴 수입은 국고 수입으로 한다.""
- 일반적으로 민영교도소에서 발생하는 수입은 국고로 귀속되므로 이 설명은 맞습니다.

B. ""교정법인은 민영교도소 등에 수용되는 자에게 특별한 사유가 있다는 이유로 수용을 거절할 수 없다.""
- 특정 사유가 있을 경우 수용 거절이 합법적일 수 있으므로 이 설명은 옳지 않을 수 있습니다.

C. ""법무부 장관은 교정 업무를 포괄위탁하여 교도소 등을 설치․ 운영하도록 하는 업무를 법인 또는 개인에게 위탁할 수 있다.""
- 법무부 장관이 교정 업무를 민간에 위탁할 수 있다는 것은 법적으로 가능하므로 옳습니다.

D. ""교정법인은 위탁업무를 수행할 때 같은 유형의 수용자를 수용 ․관리하는 국가운영의 교도소 등과 동등한 수준 이상의 교정 서비스를 제공하여야 한다.""
- 민영"
89,화이트칼라 범죄에 대한 설명으로 옳지 않은 것은?,B,B,True,B
90,"차별적 접촉이론, 차별적 동일시 이론 및 차별적 강화 이론에 대한 설명으로 옳지 않은 것은?",C,A,False,C.
91,형법 제16조의 법률의 착오에 대한 설명으로 옳은 것은?,A,D,False,"문제의 핵심은 형법 제16조의 법률의 착오와 그 정당한 이유 여부입니다. 제16조에 따르면, 자기의 행위가 법령에 의해 죄가 되지 않는 것으로 오인한 경우, 그 오인에 정당한 이유가 있을 때만 처벌되지 않습니다.

각 선택지에 대한 분석은 다음과 같습니다.

A는 구체적인 사실을 제시하고 있으며, 이전에 상황이 있었던 사람도 여전히 정당한 이유가 없다고 판단하고 있습니다. 이 경우, 오인에 정당한 이유가 없음을 잘 설명하고 있으므로 올바른 설명입니다.

B는 오인에 대한 정당한 이유를 판단하기 위한 기준에 대한 설명이지만, 개인의 인식능력 및 사회 집단을 별도로 평가하지 않아야 한다는 설명이 불완전합니다. 법률의 착오에 대한 정당한 이유는 개인의 인식 능력이나 사회 집단에 따라 달라질 수 있습니다.

C는 환경부의 질의회신을 받은 경우 오인에 정당한 이유가 있다고 언급하고 있는데, 이는 법적으로 논란의 여지가 있으며, 오인에 대한 정당한 이유가 있다고 확언할 수 없습니다.

D는 국회의원이 법에 저촉되지 않는다고 오인한 경우의 예시로, 구두 질의를 통해 얻은 정보가 신뢰할"
92,판결 선고 전 구금일수에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,D,B,False,"주어진 문제는 판결 선고 전 구금일수에 대한 설명의 옳고 그름을 판단하는 것입니다. 관련 법조항 제57조에서는 판결 선고 전의 구금일수가 징역, 금고, 벌금이나 과료에 산입된다고 명시하고 있습니다. 이로 인해 구금일수는 형벌의 집행 기간에 계산된다는 점에서 중요한 의미를 가진다고 할 수 있습니다.

각 선택지를 분석해보면:

- A. ×○××○: 판결 선고 전 구금일수의 통산에 대한 설명이 잘못된 두 가지가 포함되어 있습니다.
- B. ×○ ○××: 판결 선고 전 구금일수의 통산을 혼동하는 설명이 포함되어 있습니다.
- C. ○×○××: 판결 선고 전 구금일수의 법적 적용에 대한 부분이 틀린 설명이 포함되어 있습니다.
- D. ○ ○ ○○×: 전부 옳은 설명이 모여있는 형식으로, 판결 선고 전 구금일수에 대한 설명이 모두 올바르다면 맞는 선택지로 볼 수 있습니다.

문맥을 기반으로 각 설명의 옳고 그름을 판단했을 때, D가 유일하게 모든 설명이 옳다는 것을 논리적으로 설명할 수 있으므로,

최종 답변은"
93,업무상 배임죄에 대한 설명으로 옳지 않은 것은?,D,C,False,"업무상 배임죄에 대한 설명 중에서 옳지 않은 것을 찾아야 합니다.

A. 맞는 설명입니다. 업무상 배임죄에서는 고유의 권한을 가진 자뿐만 아니라 보조기관 등도 포함됩니다.

B. 맞는 설명입니다. 회사 직원이 영업비밀을 유출하는 것은 업무상 배임죄에 해당할 수 있습니다.

C. 맞는 설명입니다. 금융기관의 임직원이 고객의 자산을 무단으로 인출하는 경우 업무상 배임죄가 성립할 수 있습니다.

D. 설명이 다소 애매합니다. 재산상 손해가 발생했다고 평가되기 위해서는 경제적인 관점에서 손해가 발생할 가능성이 있다면 맞는 말이지만, 여기서 '막연한 위험'이라는 표현은 일반적인 해석에 따라 다소 주관적일 수 있습니다.

따라서, D의 '막연한 위험'에 대한 언급이 명확한 법적 기준에 부합하지 않는 것으로 판단되므로, 옳지 않은 선택지는 다음과 같습니다.

D."
94,인과관계에 대한 설명으로 옳지 않은 것은?,D,A,False,"정답은 D입니다. 

D 선택지를 분석해보면 ""부진 정부작 위범의 경우 작위의무를 이행하였다면 결과가 발생하지 않았을 것이라는 관계가 인정될 경우 작위를 하지 않은 부작위와 발생된 결과 사이에 인과관계가 인정된다.""라는 내용은 사실과 다릅니다. 즉, 부진 정부작 위범에서는 작위의무를 이행하지 않은 경우, 그 결과에 대한 인과관계를 인정하기가 어렵습니다. 부진 정부작 위범은 작위를 통한 위험방지의무를 중시하기 때문에, 단순히 ""작위의무를 이행하였다면 결과가 발생하지 않았을 것""이라는 점만으로 인과관계를 인정할 수 없습니다.

다른 선택지 A, B, C는 한국 형법의 인과관계 원칙에 부합하므로 옳습니다. 

따라서 답은 D입니다."
95,보호관찰 등에 관한 법률상 별도의 부과 절차 없이도 보호관찰 대상자가 지켜야 할 준수사항(일반 준수사항)에 해당하지 않는 것은?,D,D,True,D. 범죄행위로 발생한 손해를 회복하기 위해 노력할 것
96,범죄 피해자 보호법상 형사조정에 대한 설명으로 옳은 것은?,A,B,False,"형사조정에 대한 설명으로 각 선택지를 검토해보면:

A. ""공소시효의 완성이 임박한 형사사건이라도 형사조정에 회부할 수 있다.""  
- 형사조정은 공소가 제기되지 않은 사건에 한정되므로, 공소시효가 임박한 사건은 조정에 회부될 수 없다. **(틀림)**

B. ""형사조정위원회는 2명 이상의 형사조정위원으로 구성한다.""  
- 통상 형사조정위원회는 1명 이상의 위원으로 구성되지만, 여러 명의 위원이 반드시 필요하다는 법적 규정은 없다. **(틀림)**

C. ""형사조정위원회는 형사조정의 결과에 이해관계가 있는 사람의 신청이 없는 한 직권으로 이해관계인을 형사조정에 참여하게 할 수 없다.""  
- 형사조정위원회는 이해관계인의 신청이 없더라도 직권으로 조정 절차에 참여를 권유할 수 있기 때문에, 이 진술은 잘못되었다. **(틀림)**

D. ""기소유예 처분의 사유에 해당하는 형사사건은 형사조정에 회부할 수 없다.""  
- 기소유예 처분의 경우 조정 대상"
97,형사정책학의 연구방법에 대한 설명으로 옳지 않은 것은?,C,C,True,C.
98,소년법상 보호처분에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 소년법 상의 보호처분에 대한 올바른 설명을 찾는 것입니다. 질문에서 각 선택지를 검토하여 사실 여부를 따져야 합니다.

A. 수강명령은 10세 이상 12세 미만의 소년에 대하여 부과할 수 없다.
- 이 선택지는 옳습니다. 수강명령은 10세 이상의 소년에 대해서만 부과할 수 있습니다. 10세 미만의 소년에게는 수강명령이 부과되지 않습니다.

B. 수강명령은 100시간을, 사회봉사명령은 200시간을 초과할 수 없다.
- 이 선택지도 옳습니다. 현행법에 따르면 수강명령은 최대 100시간, 사회봉사명령은 최대 200시간으로 제한됩니다.

C. 단기보호관찰기간은 6개월로 하고, 장기보호관찰기간은 2년으로 한다.
- 이 선택지는 옳습니다. 단기보호관찰기간이 6개월, 장기보호관찰기간이 2년으로 설정되어 있습니다.

D. 단기로 소년원에 송치된 소년의 보호기간은 6개월을, 장기로 소년원에 송치된 소년의 보호기간은 2년을 초과하지 못한다.
- 이"
99,형법상 형벌제도에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제에서 요구하는 형벌제도에 대한 설명의 옳고 그름을 파악하기 위해 각 선택지를 분석해 보겠습니다.

A. 유기징역의 기간은 1개월 이상 30년 이하이지만 형을 가중하는 경우에는 50년까지 가능하다.  
- 유기징역의 기본 기간은 1개월 이상 30년 이하입니다. 그러나 추가적으로 형이 가중되는 경우에 대한 명확한 법적 근거가 없습니다. 따라서 이 선택지는 틀린 설명입니다.

B. 무기징역은 종신형이지만 20년이 경과하면 가석방이 가능하다.  
- 무기징역은 실제로 종신형으로, 가석방의 가능성은 20년 경과 후 인정될 수 있습니다. 이 선택지는 맞는 설명입니다.

C. 형의 선고를 유예하는 경우에 보호관찰을 받을 것을 명하거나 사회 봉사 또는 수강을 명할 수 있다.  
- 형의 선고 유예는 실제로 보호관찰, 사회 봉사 또는 수강 등을 명할 수 있는 규정을 포함하고 있습니다. 이 선택지도 맞는 설명입니다.

D. 벌금을 납입하지 않은 자는 1일 이상 3년 이하의 기간 노역장에 유치하여 작업에 복무하게 한다.  
- 벌금 형을 납입하지 않을 때"
100,벌금형과 관련하여 현행법에 도입된 제도가 아닌 것은?,D,C,False,D. 벌금 미납자에 대한 사회봉사 허가
101,범죄예방 모델에 대한 설명으로 옳지 않은 것은?,D,D,True,D.
102,범죄예측에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 범죄예측은 재판단계 및 교정단계에서도 행해지지만 교정시설의 과밀화 현상을 해소하는 데는 기여할 수 없다.
103,범죄 인류학파(이탈리아 실증주의학파)에 대한 설명으로 옳지 않은 것은?,A,A,True,"A. 롬브로조(Lom broso)는 자유의지에 따라 이성적으로 행동하는 인간을 전제로 하여 범죄의 원인을 자연과학적 방법으로 분석하였다. 

이 선택지는 옳지 않습니다. 롬브로조는 범죄를 이타적인 성향의 결여와 관련지으며, 자유의지와 이성적 행동보다 생물학적 요인에 중점을 두었습니다. 따라서 A는 범죄 인류학파의 이론과 맞지 않습니다. 

최종 답변: A"
104,사이크스(Sykes)와 맛차(Matza)는 청소년들이 표류 상태에 빠지는 과정에서 ‘중화(neutraliz ation) 기술’을 습득함으로써 자신의 비행을 합리화한다고 하였다. <보기1>의 중화기술의 유형과 <보기2>의 구체적인 사례를 바르게 연결한 것은?,A,B,False,"주어진 문제는 사이크스(Sykes)와 맛차(Matza)의 중화 기술을 청소년 비행과 연결짓는 것입니다. 다만, 제공된 문맥 정보에는 중화 기술의 구체적 유형이나 사례가 빠져 있어 직접적으로 정보 분석을 할 수 없습니다. 

각 선택지의 내용이 중화 기술과 연결되는지 판단할 수 있는 구체적인 정보가 없으므로, 주어진 정보만으로는 각 보기와 연결된 내용을 명확히 확인하기 어렵습니다. 

따라서, 위의 문맥 정보에 기반하여 분석할 수 없습니다. 그러나 일반적으로 중화 기술은 비행을 정당화하는 심리적 메커니즘을 설명하는 것이므로, 관련된 구체적 사례나 용어가 제공되지 않는 상황에서는 정확한 판단을 내리기 어렵습니다.

이 문제에 대한 답변을 선택하기 위해서는 보기를 직접적으로 확인하거나 중화 기술의 구체적인 유형과 사례를 제시받아야만 올바른 선택이 가능합니다.

하지만 선택지를 통해 여러 조합을 분석해볼 수 있으나, 결국에는 필요한 정보가 부족하기 때문에 판단하기 어렵습니다.

따라서, 잠정적으로 'A'로 선택하겠습니다.

A."
105,암수 범죄에 대한 설명으로 옳지 않은 것은?,B,D,False,"B. 신고에 따른 불편, 수사기관 출두의 번거로움, 보복의 두려움은 절대적 암수 범죄의 발생 원인이다."
106,형의 집행 및 수용자의 처우에 관한 법령상 금치 처분에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심은 금치 처분에 대한 설명으로 옳지 않은 것을 찾는 것입니다. 각 선택지를 분석해 보겠습니다.

A. 금치 처분을 받은 자에게는 그 기간 중 전화통화 제한이 함께 부과된다.
- 금치 처분 시 전화통화 제한이 일반적으로 적용됩니다. 따라서 이 설명은 타당합니다.

B. 소장은 금치 처분을 받은 자에게 자해의 우려가 있고 필요성을 인정하는 경우 실외운동을 전면 금지할 수 있다.
- 자해의 우려가 있을 경우, 운동이 제한될 수 있습니다. 이는 맞는 설명입니다.

C. 소장은 금치를 집행하는 경우 의 무관으로 하여금 사전에 수용자의 건강을 확인하도록 하여야 한다.
- 금치 처분 시, 수용자의 건강을 확인하는 것은 통상적인 절차입니다. 이 설명도 맞습니다.

D. 소장은 금치를 집행하는 경우 징벌 집행을 위하여 별도로 지정한 거실에 해당 수용자를 수용하여야 한다.
- 통상적으로 금치 처분은 별도의 공간에서 이루어질 수 있으나, 이는 반드시 별도로 지정된 거실에 수용해야 한다는 법적 의무로 해석되는 것은 아니라는 점에서 부적절합니다.

따라서, 옳지 않은 설명은 D입니다. 최종"
107,형의 집행 및 수용자의 처우에 관한 법률 시행령 상 수용에 대한 설명으로 옳은 것은?,A,D,False,"A. 혼거 수용 인원은 2명 이상으로 한다. 다만, 요양이나 그 밖의 부득이한 사정이 있는 경우에는 예외로 한다."
108,교정이념으로서의 정의 모형에 대한 설명으로 옳지 않은 것은?,C,D,False,C. 교화 개선보다 사법정의의 실현이 바람직하고 성취 가능한 형사사법의 목표라고 주장한다.
109,피고인 출석의 예외에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제의 핵심은 피고인 출석의 예외에 대한 정확한 이해입니다.

A. **장기 3년 이하의 징역 또는 금고, 다액 500만원을 초과하는 벌금 또는 구류에 해당하는 사건에서는 피고인이 불출석 허가 신청을 하고 법원이 불출석을 허가하는 경우**에는 인정신문과 판결 선고기일을 제외하고 피고인의 출석 없이 개정할 수 있다. - **옳습니다.** 특정한 사건에서 피고인이 불출석을 신청할 수 있는 경우가 있으며, 법원이 이를 허가하면 출석 없이 재판이 진행될 수 있습니다.

B. **항소심에서는 피고인이 적법한 공판 기일 소환장을 받고도 정당한 사유 없이 공판 기일에 1회 출정하지 아니한 때에는** 피고인의 진술 없이 판결할 수 있다. - **옳습니다.** 형사소송법에 따라 항소심에서도 피고인이 정당한 사유 없이 한 번 출석하지 않으면 진술 없이 판결이 가능하다는 규정이 있습니다.

C. **사형, 무기 또는 장기 10년이 넘는 징역이나 금고에 해당하는 사건을 제외하고, 제1심 공판 절차에서 피고인에 대한 송달 불능보고"
110,간접 증거에 대한 설명으로 옳지 않은 것은?,C,D,False,C
111,전문법칙에 대한 설명으로 옳은 것은?,D,B,False,D.
112,불이익 변경 금지의 원칙에 대한 설명으로 옳지 않은 것은?,B,C,False,B. 피고인만 항소한 항소심 판결에 대해 검사만 상고한 경우 상고심에서도 불이익 변경 금지의 원칙이 적용된 다.
113,형사소송의 구조에 대한 설명으로 옳지 않은 것은?,A,D,False,"주어진 문제에서 형사소송의 구조에 대한 설명으로 옳지 않은 선택지를 찾아야 합니다.

A. 소추기관과 재판기관이 분리되었는지 여부에 따라 규문주의와 탄핵주의로 구별된다는 설명은 일반적으로 맞는 설명입니다.

B. 소송의 스포츠화 또는 합법적 도박이 야기될 수 있다는 점과 사건의 심리가 국가기관의 자의적 판단이나 독단으로 흐를 수 있다는 점은 각각 당사자주의와 직권주의에 대한 비판 요소로 적절하게 설명하고 있습니다.

C. 증인에 대한 교호신문 절차와 증거동의 제도는 당사자주의적 요소로 올바르게 설명하고 있습니다.

D. 피고인 신문 문제, 법원의 공소장 변경 요구의 무, 공소장 일본주의는 직권주의에 대한 요소로 설명되었는데, 공소장 일본주의는 당사자주의의 원칙을 반영하는 것이기 때문에 직권주의적 요소로 보기에는 맞지 않습니다.

따라서 옳지 않은 설명이 포함된 선택지는 D입니다.

최종 선택: D"
115,형의 집행 및 수용자의 처우에 관한 법률 상용어에 대한 설명으로 옳지 않은 것은?,D,B,False,D.
116,약식절차에 대한 설명으로 옳은 것은?,A,C,False,"약식절차에 대한 설명을 분석해보겠습니다.

A. 법원은 검사의 청구가 있는 때에는 공판 절차 없이 약식 명령으로 피고인을 벌금, 구류 또는 과료에 처할 수 있다.
- 이 설명은 정확합니다. 약식절차는 공판 없이 진행될 수 있으며, 검사의 청구에 의해 법원이 약식 명령을 내릴 수 있습니다.

B. 약식절차에서 자백 배제법칙은 적용되지만 자백 보강법칙과 전문 법칙은 적용되지 않는다.
- 자백 배제법칙이 적용된다는 주장은 일치하지 않는 부분입니다. 일반적으로 약식절차에서도 자백 보강법칙과 전문 법칙이 적용될 수 있습니다.

C. 벌금형이 고지된 약식 명령에 대해 피고인만이 정식 재판을 청구한 경우 법원은 벌금액을 상향하여 선고할 수 있다.
- 이 선택지는 틀립니다. 정식 재판 청구 후 법원은 기존 약식 명령의 벌금액을 변경할 수 없습니다.

D. 약식명령에 대한 정식 재판청구가 있으면 약식 명령은 효력을 상실한다.
- 이 설명은 맞지 않습니다. 정식 재판 청구가 있어도 약식 명령이 자동적으로 효력을 상실"
117,(업무상) 횡령죄에 대한 설명으로 옳지 않은 것은?,D,A,False,답변: D
119,벌금형에 대한 설명으로 옳지 않은 것은?,A,A,True,"질문에서 벌금형에 대한 설명으로 옳지 않은 선택지를 찾는 문제입니다. 각 선택지를 분석해보겠습니다.

A. 법정형에 징역형과 벌금형이 선택형으로 규정되어 있는 범죄에서 벌금형을 선택하여 처벌하는 경우에 노역장 유치기간은 법정형에서 정한 징역형의 상한을 초과하여 정할 수 없다.
- 이 설명은 옳습니다. 징역형과 벌금형이 선택형으로 규정된 경우, 선택된 벌금형에 대해 노역장 유치기간이 징역형 상한을 초과하여 정해질 수 없기 때문입니다.

B. 벌금을 선고할 때에는 납입하지 아니하는 경우의 유치 기간을 정하여 동시에 선고하여야 한다.
- 이 설명 역시 옳습니다. 벌금을 선고할 때 납입하지 않는 경우의 유치기간을 함께 정하는 것이 원칙입니다.

C. 벌금을 납입하지 아니하는 자에 대한 노역장 유치기간은 벌금 액수가 아무리 많더라도 3년을 초과할 수 없다.
- 이 설명은 틀립니다. 한국 형법에 따르면, 벌금을 납입하지 않을 경우 유치기간은 벌금액에 따라 정해지며, 3년을 초과할 수 있는 조건"
120,포괄일죄에 대한 설명으로 옳지 않은 것은?,A,C,False,A. 포괄일죄로 되는 개개의 범죄행위가 ‘다른 종류의 죄’의 확정 판결의 전후에 걸쳐서 행하여진 경우에는 그죄는 2죄로 분리되지 않고 확정 판결 후인 최종의 범죄행위 시에 완성되는 것이 다.
121,실행의 착수에 대한 설명으로 옳은 것은?,D,C,False,D
122,사실 의 착 오에 대한 설명으로 옳은 것은?,A,D,False,"문제의 핵심 형법 쟁점은 '사실의 착오'와 관련된 의사와 결과 간의 관계입니다. 주어진 법조항인 제15조는 특별히 중한 죄에 대한 사실을 인식하지 못한 경우 또는 발생할 결과의 예견 가능성이 없을 때에는 중한 죄로 벌하지 않는다는 내용을 담고 있습니다.

각 선택지를 분석하면 다음과 같습니다.

A. 甲은 A를 살해할 의사로 A의 물병에 독약을 탔으나 A의 개가 이 물을 마시고 죽은 경우 - 여기서 甲은 특정한 결과인 A의 살해를 의도했으나 결과는 A가 아닌 개의 죽음입니다. 구체적 부합설에 따르면 미수죄가 성립하지 않으므로, 이 선택지는 틀립니다.

B. 甲은 절취의 의사로 A의 지갑을 몰래 가지고 갔으나 알고 보니 그 지갑이 B의 지갑 - 이 경우, 의도한 절도의 상대방이 실제 피해자가 아닌 경우로서 법정적 부합설에 따르면 A에 대한 절도 미수죄는 성립하지 않으므로, 이 선택지도 틀립니다.

C. 甲은 A를 살해할 의사로 돌로 내리쳤으나 A가 매장으로 인해 질식사"
123,신용카드 범죄에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 핵심 형법 쟁점은 신용카드 범죄에 대한 각 선택지의 법적 성립 여부입니다. 

A. 절취한 타인의 신용카드를 이용하여 현금자동 지급기에서 자신의 예금계좌로 돈을 이체시킨 후 그 예금계좌에서 현금을 인출한 경우 현금에 대한 절도죄는 성립하지 않는다. → 맞지 않음. 절도죄가 성립할 수 있음.

B. 타인의 명의를 모용하여 발급 받은 신용카드를 이용하여 현금 자동지급기에서 현금대출을 받은 경우 현금에 대한 절도죄가 성립한다. → 성립 가능.

C. 타인의 명의를 모용하여 발급 받은 신용카드 번호와 그 비밀번호를 이용하여 ARS 전화서비스나 인터넷 등을 통하여 신용대출을 받는 방법으로 재산상 이익을 취득하는 경우 컴퓨터 등 사용 사기죄가 성립한다. → 성립 가능.

D. 신용카드를 절취한 사람이 물품 대금의 결제를 위해 신용카드를 제시하고 카드회사의 승인까지 받았다면 매출전표에 서명한 사실이 없고 도난 카드임이 밝혀져 최종적으로 매출 취소로 거래가 종결되었다 하더라도 여신전문금융업법"
124,범죄자 처우의 모델에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
126,구금방법에 대한 설명으로 옳지 않은 것은?,D,C,False,D.
127,서덜랜드(E.H.Suth erland)의 차별적 접촉이론에 대한 설명으로 옳은 것은?,B,A,False,"B. 범죄행위는 유전적인 요인뿐만 아니라 태도, 동기, 범행 수법의 학습 결과이다."
128,범죄 문제에 대한 고전학파의 특징에 대비되는 실증주의학파의 특징으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 범죄에 대한 두 가지 이론(고전학파와 실증주의 학파)의 차이점을 이해하는 것입니다. 

1) **고전학파**는 범죄를 개인의 자유 의지와 합리적 선택에 의해 발생되는 것으로 보고, 범죄행위에 대한 개인의 책임을 강조합니다.  
2) **실증주의학파**는 범죄를 이해하는 데 있어 과학적이고 경험적인 방법론을 사용하며, 사회적 환경이나 생물학적 요인과 같은 외적 요소가 범죄에 미치는 영향을 강조합니다. 이들은 범죄행위가 인간이 통제할 수 없는 영향력에 의해 결정된다고 주장합니다.

선택지를 분석해 보면:

A. 범죄행위를 연구하는 데 있어서 경험적이고 과학적인 접근을 강조한다.  
→ 실증주의학파의 특징으로 맞는 설명입니다.

B. 범죄행위는 인간이 통제할 수 없는 영향력에 의해서 결정된다고 주장한다.  
→ 실증주의학파의 주장과 일치하므로 맞습니다.

C. 범죄행위의 사회적 책임보다는 위법행위를 한 개인의 책임을 강조한다.  
→ 이는 고전학파의 입장으로, 실증주의학파의 주장과 정반대입니다. 

D. 범죄행"
129,범죄 원인론에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제를 분석해보면 범죄 원인론의 여러 이론에 대한 설명 중 옳지 않은 것을 찾아야 합니다.

A. 낙인이론은 범죄행위에 대한 처벌의 부정적 효과에 주목한다.  
- 이 설명은 낙인이론의 핵심 개념을 정확히 반영하고 있으므로 옳습니다.

B. 통제이론은 모든 인간이 범죄를 저지를 수 있는 동기를 가지고 있다고 가정한다.  
- 통제이론은 사람들이 범죄를 저지르지 않는 이유, 즉 사회적 통제의 힘에 중점을 두고 있으므로 이 설명은 옳지 않습니다.

C. 일반 긴장 이론은 계층에 따라서 범죄율이 달라지는 이유를 설명하는 데 유용하다.  
- 일반 긴장 이론은 스트레스와 긴장이 범죄의 원인 중 하나라는 시각을 갖고 있으면서도, 반드시 계층에 따라서 범죄율이 달라지는 이유를 설명한다기보단, 다양한 상황에서의 스트레스가 범죄를 유발할 수 있다는 점에 중점을 둡니다. 그러나 이 설명은 틀리다고 보기는 어렵습니다.

D. 사회해체론은 지역사회의 안정성, 주민의 전․출입, 지역사회의 통제력에 주목한다.  
- 사회해체론의 주장은 그 지역"
