question_id,question,predicted,actual,is_correct,response
75,고소불가분의 원칙에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 고소불가분의 원칙에 관한 것이다. 고소불가분의 원칙은 고소가 특정 행위에 대해 이루어질 경우, 그와 관련된 다른 행위에 대해서도 고소의 효력이 미친다는 원칙이다.

1) **선택지 분석**:
   - A: 모욕 행위에 대한 고소가 업무상 비밀누설 행위에도 효력이 미친다고 설명하고 있다. 이는 고소불가분의 원칙을 반영한 설명이다.
   - B: A가 고소했을 때 B, C에 대한 모욕행위에는 효력이 미치지 않는다고 하여 소송의 개별성을 강조하고 있다. 이는 고소불가분의 원칙과 반대되는 설명이다.
   - C: B가 고소했을 때 업무상 비밀누설에 대한 고소도 효력이 미친다고 하는데, 이는 특정 행위에 대한 고소가 나머지 행위에도 효력을 미친다는 고소불가분의 원칙에 맞지 않는다.
   - D: 수회의 모욕이 경합범의 관계일 경우, 하나의 모욕행위에 대한 고소가 다른 모욕행위에 대한 효력이 미치지 않다고 명시하고 있다. 이는 고소불가분의 원칙과 일"
77,정보저장 매체 기록의 증거능력에 대한 설명으로 옳은 것은?,B,C,False,"B. 수사기관이 압수현장에서 정보저장 매체에 기억된 정보 중에서 범죄 혐의 사실과 관련 있는 정보를 선별한 다음 이를 복제하여 생성한 이미지 파일을 제출받아 압수한 경우, 수사기관이 수사기관 사무실에서 압수된 파일을 탐색 ․복제․ 출력하는 과정에서 피의자 등에게 참여의 기회를 보장하여야 한다."
78,자백에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 자백의 임의성과 그 증거능력에 관한 것입니다. 자백이 임의성을 결여하고 특히 타인의 압력이나 강요로 이루어진 경우, 이러한 자백은 증거로서의 효력을 상실할 수 있습니다.

1) **선택지 A**는 피고인이 임의성이 없는 상태에서 여러 번 자백을 한 경우에 대한 설명입니다. 형법에서는 자백이 이루어진 과정에서의 계속적인 임의성이 중요하기 때문에, 임의성이 인정되지 않는 자백의 경우 법정에서도 마찬가지입니다. 이 주장은 맞는 내용을 담고 있습니다.

2) **선택지 B**는 자백의 임의성에 대한 검사의 입증 책임을 다루고 있습니다. 자백의 임의성에 의문이 제기될 경우 검사가 그 의문을 해소해야 하며, 이를 하지 못할 경우 자백은 증거로서 인정되지 않는다는 주장은 법리에 부합하는 정확한 설명입니다.

3) **선택지 C**에서는 피고인이 우연히 작성한 항해일지의 내용이 공소 사실에 부합된다는 점을 들어 자백으로 간주할 수 있다는 설명입니다. 이 선택지는 일반적으로 자백의 요건을 충족하지 못합니다. 자백은 의도적으로 섭취되어야 하는"
79,소송 행위에 있어서 절차에 하자가 있으나 사후적으로 하자의 치유가 인정되지 않는 것은?,A,D,False,"문제의 핵심 쟁점은 소송 행위에서 절차의 하자가 있고, 이를 사후적으로 치유할 수 없는 경우입니다. 이에 따라 각 선택지를 분석해보겠습니다.

A. 이 경우, 피고인이 변호인 없이 퇴정하고 증인신문이 진행되었으며, 이후 피고인이 고지받은 결과에 대해 '변경할 점과 이의 할 점이 없다'고 진술한 것은 절차상 하자가 사후에 치유된 것으로 볼 수 있습니다. 따라서 이 선택지는 사후적 치유가 인정된다고 할 수 있어 적절하지 않습니다.

B. 항소심에서 피고인에게 검사의 항소 이유서 부본을 송달하지 않았지만, 피고인이 항소 이유를 주장했기 때문에 하자가 치유된 것으로 판단될 수 있습니다. 따라서 이 선택지도 적절하지 않습니다.

C. 검사의 유도신문이 있었으나, 다음 공판에서 피고인과 변호인이 이의할 점이 없다고 진술했기 때문에 하자가 치유된 것으로 볼 수 있습니다. 이 선택지도 적절하지 않습니다.

D. 검사가 공소장 변경 신청을 했으나 법원이 이를 받아들이지 않고 절차적 위반이 있었으나, 피고인과 변호인이 그에 대해 이의 제기를 하지 않고 변론에 응한 경우, 하자가 사후"
80,소년법상 항고에 대한 설명으로 옳지 않은 것은?,C,C,True,C. 보호처분의 변경 결정에 대해서는 항고할 수 없다.
81,중간 처우제도와 시설에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 교도소 수용이나 출소를 대비하는 시설로 보호관찰 대상자에게는 적용되지 않는다.
82,형의 집행 및 수용자의 처우에 관한 법령상 수용자의 석방에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제의 핵심 형법 쟁점은 수용자의 석방과 관련된 법령의 해석이다. 주어진 선택지들을 분석해보면:

A. 권한이 있는 자의 명령에 따른 석방은 서류 도달 후 5시간 이내에 행하여야 한다.
- 이 내용은 형의 집행 및 수용자의 석방에 관한 법령에서 요구되는 절차를 다루고 있으며, 일반적으로 밀접하게 적용되는 규정으로 보인다.

B. 소장은 형기 종료로 석방될 수형자에 대하여는 석방 10일 전까지 석방 후의 보호에 관한 사항을 조사하여야 한다.
- 법령상 석방에 관한 주의를 필요로 하며, 10일 전까지 조사하는 것이 일반적인 법적 요구사항이다.

C. 소장은 피석방자가 질병이나 그 밖에 피할 수 없는 사정으로 귀가하기 곤란한 경우에 본인의 신청이 있으면 일시적으로 교정시설에 수용할 수 있다.
- 이는 실질적으로 피석방자의 보호를 위한 조치로 보이며, 법령에 있는 조항으로 적절하다.

D. 소장은 수형자의 보호를 위하여 필요하다고 인정하면 석방 전 5일 이내의 범위에서 석방 예정자를 별도의"
83,형의 집행 및 수용자의 처우에 관한 법령상 귀휴허가 후 조치에 대한 설명으로 옳지 않은 것은?,A,D,False,"문제는 형의 집행 및 수용자의 처우에 관한 법령상 귀휴허가 후 조치에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 각 선택지를 분석하여 올바른 답변을 도출하겠습니다.

A. 소장은 필요하다고 인정하면 귀휴시 교도관을 동행시킬 수 있다. 
- 이 선택지는 옳은 것으로 보입니다. 교도관의 동행은 안전과 귀휴자의 행동을 감시하기 위한 조치로 이해될 수 있습니다.

B. 소장은 귀휴자가 신청할 경우 작업 장려금의 전부 또는 일부를 귀휴비용으로 사용하게 할 수 있다.
- 이 선택지는 옳지 않을 수 있습니다. 일반적으로 작업 장려금은 수용자에게 중요한 생활비로 사용될 수 있으나 귀휴비용으로의 사용은 명확히 규정되지 않았을 것으로 보입니다.

C. 소장은 귀휴자가 귀휴조건을 위반한 경우 귀휴를 취소하거나 이의 시정을 위하여 필요한 조치를 하여야 한다.
- 이 선택지는 옳은 설명입니다. 귀휴 조건 위반 시에는 취소 및 조치가 필요하다는 것은 일반적으로 받아들여지는 원칙입니다.

D. 소장은 2일 이상의 귀휴를 허가한 경우 귀휴자의 귀휴지를 관할하는 보호관찰소의 장에게"
84,우리나라 교정(행형)의 역사에 대한 설명으로 옳지 않은 것은?,D,B,False,D. 1894년에 마련된 징역표는 수형자의 단계적 처우에 관한 내용을 담고 있었다.
85,형의 집행 및 수용자의 처우에 관한 법령상 작업 장려금에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 작업장려금은 매월 현금으로 본인에게 직접 지급한다.
86,형의 집행 및 수용자의 처우에 관한 법률상 간이 입소 절차를 실시하는 대상에 해당하지 않는 것은?,D,C,False,정답: D
87,성폭력 범죄자의 성충동 약물치료에 관한 법률상 ‘성폭력 수형자 중 검사가 치료명령을 청구할 수 있는 대상자’에 대한 치료명령에 관한 설명으로 옳지 않은 것은?,D,A,False,"위 문제는 성폭력 범죄자의 성충동 약물치료에 관한 법률상 치료명령에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 각 선택지를 분석해 보겠습니다.

A. 법원의 치료명령 결정에 따른 치료기간은 10년을 초과할 수 없다.
- 이 선택지는 정확합니다. 치료명령의 최대 기간은 10년입니다.

B. 치료비용은 법원의 치료명령 결정을 받은 사람이 부담하는 것이 원칙이다.
- 이 선택지도 맞습니다. 원칙적으로 치료비용은 치료명령을 받은 사람이 부담합니다.

C. 가석방 심사위원회는 성폭력 수형자의 가석방 적격심사를 할 때 치료명령이 결정된 사실을 고려하여야 한다.
- 이 선택 또한 정확합니다. 가석방 심사 시 치료명령의 여부는 중요한 심사 요소로 작용합니다.

D. 법원의 치료명령 결정이 확정된 후 집행을 받지 아니하고 10년이 경과하면 시효가 완성되어 집행이 면제된다.
- 이 선택지는 옳지 않습니다. 치료명령의 집행에 대한 시효가 완성되면 면제된다는 내용은 원칙적으로 적용되지 않습니다.

따라서 옳지 않은 선택지는 D입니다.

정답: D"
88,민영교도소 등의 설치 ․ 운영에 관한 법률 상교정 업무의 민간 위탁에 대한 설명으로 옳지 않은 것은?,A,C,False,"선택지의 분석을 통해 각 설명이 민영교도소 등의 설치·운영에 관한 법률에 부합하는지를 검토해 보겠습니다.

A. 민영교도소 등에 수용된 수용자가 작업하여 생긴 수입은 국고 수입으로 한다.
- 민영교도소 등에 대한 수익은 특수하게 규정되지 않는 한 일반적으로 수용자의 개인 소득으로 해석될 수 있습니다. 따라서 이 선택지는 옳지 않을 가능성이 높습니다.

B. 교정법인은 민영교도소 등에 수용되는 자에게 특별한 사유가 있다는 이유로 수용을 거절할 수 없다.
- 일반적으로 법인은 수용자 수용에 관한 판단을 요구한 법적 근거가 없으므로, 이 설명이 맞을 가능성이 있습니다.

C. 법무부 장관은 교정 업무를 포괄위탁하여 교도소 등을 설치․ 운영하도록 하는 업무를 법인 또는 개인에게 위탁할 수 있다.
- 이 설명은 법령에 부합하는 내용입니다. 법무부 장관은 교정 업무에 대한 위탁을 할 수 있습니다.

D. 교정법인은 위탁업무를 수행할 때 같은 유형의 수용자를 수용 ․ 관리하는 국가운영의 교도소 등과 동등한 수준 이상의 교정 서비스를 제공하여야 한다.
- 이는 교"
89,화이트칼라 범죄에 대한 설명으로 옳지 않은 것은?,B,B,True,B.
90,"차별적 접촉이론, 차별적 동일시 이론 및 차별적 강화 이론에 대한 설명으로 옳지 않은 것은?",C,A,False,C
91,형법 제16조의 법률의 착오에 대한 설명으로 옳은 것은?,A,D,False,"형법 제16조는 행위자가 자신의 행위가 법령에 의해 죄가 되지 않는 것으로 오인한 경우, 그 오인이 정당한 이유가 있을 때에만 벌하지 않도록 규정하고 있습니다. 이 내용을 바탕으로 각 선택지를 검토해보겠습니다.

A. 이 선택지는 법리에 맞지 않습니다. 과거의 전과가 있는 사람이라 하더라도, 법률의 변동성이나 판단의 차이에 따라 새로운 법률 상황에서 정당한 이유가 없다고 단정할 수는 없습니다. 전과가 판단에 영향을 미친다고 하더라도, 정당한 이유의 여부는 각 사건을 개별적으로 고려해야 합니다.

B. 이 선택지 역시 법리에 맞지 않습니다. 위법성 인식의 노력 정도는 개인의 인식 능력과 사회적 배경을 고려하여 평가해야 하며, 이를 일률적으로 평가하는 것은 적절치 않습니다. 따라서 개인의 상황에 따라 다르게 해석될 수 있습니다.

C. 이 선택지는 법리에 부합할 수 있습니다. 환경부의 질의회신이 해당 법률 위반과 관련이 없다면, 이에 대한 오인은 정당한 이유가 있을 수 있습니다. 따라서 해당 사례에서 오인에 정당한 이유가 있다고 볼 수 있습니다.

D. 이 선택지는 법리에 맞지 않습니다. 의원으로서 확인을 했고, 그 과정에서 법"
92,판결 선고 전 구금일수에 대한 설명으로 옳은 것(○)과 옳지 않은 것(×)을 바르게 연결한 것은?,C,B,False,"주어진 정보에 따라 판결 선고 전 구금일수에 대한 설명을 바르게 연결해야 합니다. 관련 법조항 제57조에 따르면 판결 선고 전의 구금 일수는 유기징역, 유기금고, 벌금, 과료에 관한 유치 또는 구류에 산입된다고 명시되어 있습니다. 이와 관련된 설명들이 옳은지, 옳지 않은지를 판단해야 합니다.

1. **문제의 쟁점**: 판결 선고 전 구금 기간에 대한 설명의 정확성
2. **관련 법조항**: 제57조에 대한 명시적인 규정이 존재
3. **법적 분석**: 구금 기간은 징역이나 금고의 기간으로 환산될 수 있으며, 이는 형벌의 경감과 관련되어 중요한 사항입니다.
4. **각 선택지 분석**: 각 선택지가 어떤 설명을 포함하고 있는지 구체적으로 제시되지 않아 분석이 어렵습니다. 하지만 주어진 법조항과 판례를 통해 유추할 때, 적절한 설명으로 연결될 수 있는 것을 확인할 수 있습니다.

따라서, 주어진 정보를 바탕으로 올바른 답변을 선택할 경우, 가장 적절한 것은 다음과 같습니다. 

**답변**: C"
93,업무상 배임죄에 대한 설명으로 옳지 않은 것은?,A,C,False,"업무상 배임죄에 대한 설명으로 옳지 않은 것을 선택하기 위해 각 선택지를 분석하겠습니다.

A. 업무상 배임죄에 있어서 타인의 사무를 처리하는 자란 고유의 권한으로서 그 처리를 하는 자에 한 하지 않고 그 자의 보조기관으로서 직접 또는 간접으로 그 처리에 관한 사무를 담당하는 자도 포함한다.
- 이 설명은 맞습니다. 업무상 배임죄는 고유의 권한이 있는 자뿐 아니라 그 사무를 보조하는 자도 포함되기 때문입니다.

B. 회사 직원이 퇴사 시에 그 영업비밀 등을 회사에 반환하거나 폐기할 의무가 있음에도 경쟁업체에 유출하거나 스스로의 이익을 위하여 이용할 목적으로 이를 반환하거나 폐기하지 아니한 경우 업무상 배임죄가 성립한다.
- 이 설명도 맞습니다. 영업비밀 유출은 업무상 배임죄에 해당할 수 있습니다.

C. 금융기관의 임직원은 예금주와의 사이에서 그의 재산관리에 관한 사무를 처리하는 자의 지위에 있으므로 임직원이 임의로 예금주의 예금계좌에서 돈을 인출한 경우 업무상 배임죄가 성립한다.
- 이 설명도 맞습니다. 금융기관의 임직원이 권한 없이 고객의 돈을 인"
94,인과관계에 대한 설명으로 옳지 않은 것은?,A,A,True,"A. 의사가 설명의무를 위반한 채 의료행위를 하였다가 환자에게 사상의 결과가 발생한 경우 업무상 과실치사상죄를 인정하기 위해서는 의사의 설명의무 위반과 환자의 사상의 결과 사이가 아니라, 의료행위와 사상의 결과 사이에 상당인과 관계가 존재하여야 한다. 

이 선택지는 틀렸습니다. 설명의무 위반이 결과에 영향을 미쳤는지 여부를 판단할 때 의사의 의료행위와 사망 결과 사이의 인과관계가 중요한 것이 아니라, 설명의무 위반과 그 결과 사이의 인과관계가 중요한 경우입니다. 

따라서 옳지 않은 설명은 A입니다."
95,보호관찰 등에 관한 법률상 별도의 부과 절차 없이도 보호관찰 대상자가 지켜야 할 준수사항(일반 준수사항)에 해당하지 않는 것은?,D,D,True,"가장 적절한 답변은 D입니다. 

이유는 다음과 같습니다: 

A, B, C는 보호관찰 대상자가 지켜야 할 일반 준수사항에 포함되는 것으로, 범죄 예방과 보호관찰관과의 협력에 대한 내용입니다. 그러나 D항은 범죄행위로 발생한 손해를 회복하기 위한 노력이 반드시 보호관찰의 준수사항에 해당하지는 않습니다. 따라서 D항이 준수사항에 포함되지 않는 것이 맞으며, 이는 별도의 부과 절차가 필요하지 않은 일반 준수사항의 범위에 포함되지 않는 것입니다. 

결론적으로, D는 보호관찰 대상자가 지켜야 할 준수사항이 아닙니다."
96,범죄 피해자 보호법상 형사조정에 대한 설명으로 옳은 것은?,A,B,False,"형사조정에 대한 설명을 검토한 결과, 각 선택지를 법조항과 판례의 관점에서 분석해보겠습니다.

A. 공소시효의 완성이 임박한 형사사건이라도 형사조정에 회부할 수 있다.
- 공소시효와 관련하여 형사조정 가능성을 부정하는 법적 근거는 없다. 따라서 이 선택지는 정확할 수 있습니다.

B. 형사조정위원회는 2명 이상의 형사조정위원으로 구성한다.
- 형사조정위원회는 일반적으로 1명 이상의 조정위원이 필요하므로 ""2명 이상""이라는 조건이 필수적이지는 않습니다. 따라서 이 선택지는 틀립니다.

C. 형사조정위원회는 형사조정의 결과에 이해관계가 있는 사람의 신청이 없는 한 직권으로 이해관계인을 형사조정에 참여하게 할 수 없다.
- 일반적으로 형사조정은 이해관계자들의 참여에 기반하므로, 이 진술은 정확합니다.

D. 기소유예 처분의 사유에 해당하는 형사사건은 형사조정에 회부할 수 없다.
- 기소유예에 해당하는 사건은 형사조정의 대상이 될 수 있습니다. 따라서 이 선택지는 틀립니다.

이제 각 선택지를 종합적으로 검토한"
97,형사정책학의 연구방법에 대한 설명으로 옳지 않은 것은?,C,C,True,C
98,소년법상 보호처분에 대한 설명으로 옳지 않은 것은?,A,C,False,"정답은 A입니다.

A. 수강명령은 10세 이상 12세 미만의 소년에 대하여 부과할 수 없다. - 이는 틀린 설명입니다. 수강명령은 10세 이상 소년에게 부과할 수 있습니다.

B. 수강명령은 100시간을, 사회봉사명령은 200시간을 초과할 수 없다. - 이 설명은 정확합니다.

C. 단기보호관찰기간은 6개월로 하고, 장기보호관찰기간은 2년으로 한다. - 이 설명은 정확합니다.

D. 단기로 소년원에 송치된 소년의 보호기간은 6개월을, 장기로 소년원에 송치된 소년의 보호기간은 2년을 초과하지 못한다. - 이 설명은 정확합니다.

따라서 A가 옳지 않은 설명입니다."
99,형법상 형벌제도에 대한 설명으로 옳지 않은 것은?,A,C,False,"A. 유기징역의 기간은 1개월 이상 30년 이하이지만 형을 가중하는 경우에는 50년까지 가능하다. 

이 선택지는 옳지 않습니다. 유기징역은 기본적으로 1개월 이상 30년 이하이며, 가중하여 50년까지 가능하다는 규정은 없습니다. 따라서 정답은 A입니다."
100,벌금형과 관련하여 현행법에 도입된 제도가 아닌 것은?,D,C,False,D. 벌금 미납자에 대한 사회봉사 허가
101,범죄예방 모델에 대한 설명으로 옳지 않은 것은?,D,D,True,D.
102,범죄예측에 대한 설명으로 옳지 않은 것은?,B,B,True,B. 범죄예측은 재판단계 및 교정단계에서도 행해지지만 교정시설의 과 밀화 현상을 해소하는 데는 기여할 수 없다.
103,범죄 인류학파(이탈리아 실증주의학파)에 대한 설명으로 옳지 않은 것은?,A,A,True,"A. 롬브로조(Lom broso)는 자유의지에 따라 이성적으로 행동하는 인간을 전제로 하여 범죄의 원인을 자연과학적 방법으로 분석하였다.

이 선택지는 틀렸습니다. 롬브로조는 범죄인들이 갖는 생물학적 특징을 중시하며, 자유의지보다는 환경적 요인과 유전적 요인에서 범죄의 원인을 찾으려는 입장을 가졌습니다. 따라서 이 선택지가 범죄 인류학파에 대한 설명 중에서 옳지 않다고 판단됩니다. 

최종 답변: A"
105,암수 범죄에 대한 설명으로 옳지 않은 것은?,B,D,False,"B. 신고에 따른 불편, 수사기관 출두의 번거로움, 보복의 두려움은 절대적 암수 범죄의 발생 원인이다."
106,형의 집행 및 수용자의 처우에 관한 법령상 금치 처분에 대한 설명으로 옳지 않은 것은?,A,B,False,A. 금치 처분을 받은 자에게는 그 기간 중 전화통화 제한이 함께 부과된다.
107,형의 집행 및 수용자의 처우에 관한 법률 시행령 상 수용에 대한 설명으로 옳은 것은?,A,D,False,"A. 혼거 수용 인원은 2명 이상으로 한다.다만, 요양이나 그 밖의 부득이한 사정이 있는 경우에는 예외로 한다."
108,교정이념으로서의 정의 모형에 대한 설명으로 옳지 않은 것은?,C,D,False,C.
109,피고인 출석의 예외에 대한 설명으로 옳지 않은 것은?,A,B,False,"문제에서 피고인 출석의 예외에 대한 선택지를 분석해 보겠습니다.

A. 이 선택지는 피고인이 불출석 허가를 신청하고 법원이 이를 허가한 경우에 대한 설명입니다. 이 경우는 맞는 내용입니다. 따라서 옳은 설명입니다.

B. 항소심에서 피고인이 적법한 소환장을 받고도 정당한 사유 없이 1회 출정하지 않은 경우에 피고인의 진술 없이 판결할 수 있다는 내용은 형법에서 규정하고 있는 바와 일치하므로 이 선택지도 옳습니다.

C. 이 선택지는 사형, 무기, 또는 장기 10년이 넘는 징역이나 금고 사건의 경우가 아니라면 2회 공시송달 후 궐석재판을 진행할 수 있다는 내용입니다. 이는 법원에서 정해진 절차에 따라 맞는 설명입니다.

D. 법정형 다액 500만원 이하의 벌금 또는 과료 사건에서 대리인이 출석할 수 있다는 내용은 잘못된 설명입니다. 피고인은 반드시 출석해야 하고 대리인에 의한 출석이 허용되지 않기 때문입니다.

따라서, 옳지 않은 설명은 D입니다. 

최종 답변: D"
110,간접 증거에 대한 설명으로 옳지 않은 것은?,A,D,False,"간접 증거에 대한 설명 중 옳지 않은 것을 찾는 문제입니다. 각 선택지를 하나씩 분석해보겠습니다.

A. 유죄의 심증은 반드시 직접 증거에 의하여 형성되어야만 하는 것은 아니며 경험칙과 논리법칙에 위반되지 아니하는 한 간접 증거에 의하여 형성되어도 된다.
- 이 선택지는 옳습니다. 형사재판에서 유죄의 심증은 간접 증거를 통해서도 형성될 수 있습니다.

B. 간접 증거가 개별적으로는 범죄 사실에 대한 완전한 증명력을 가지지 못하더라도 전체 증거를 상호 관련 하에 종합적으로 고찰할 경우 종합적 증명력이 있는 것으로 판단되면 그에 의하여도 범죄 사실을 인정할 수가 있다.
- 이 선택지도 옳습니다. 간접 증거가 단독으로는 증명력이 부족하더라도, 종합적으로 분석할 경우 유죄로 인정될 수 있습니다.

C. 형사재판에서 유죄로 인정하기 위한 심 증형성의 정도는 합리적인 의심을 할 여지가 없을 정도 여야 하나, 이는 모든 가능한 의 심 을 배 제 할 정 도 에 이 를 것 까 지 요 구 하 는 것 은 아 니 다.
- 이 선택지는 옳습니다. 합리적인 의심이 없을"
111,전문법칙에 대한 설명으로 옳은 것은?,A,B,False,"전문법칙에 대한 설명으로 옳은 것은 다음과 같습니다.

A. “甲이 도둑질하는 것을 보았다”라는 乙의 발언 사실을 A가 법정에서 증언하는 경우, 乙의 명예훼손 사건에 대한 전문 증거로서 전문 법칙이 적용된다. 

이 선택지는 옳지 않습니다. 전문법칙은 일반적으로 제3자의 진술이 직접적 증거로 인정받지 못하며, 직접 증언이 필요한 경우에 적용됩니다. 

B. 조사 과정에 참여한 통역인의 증언은 검사 작성 피의자 신문 조서에 대한 실질적 진정성립을 증명할 수 있는 수단으로서 형사소송법 제312조 제2항에 규정된 ‘영상녹화물이나 그밖의 객관적인 방법’에 해당한다고 볼 수 없다. 

이 선택지도 옳지 않습니다. 통역인의 증언은 특정한 설치 및 절차에 따라야 하며, 영상녹화물로 인정되기 위해서는 별도의 규정이 필요합니다.

C. 사법경찰관 작성의 공동피고인 (乙)에 대한 피의자 신문조서를 乙이 법정에서 진정성립 및 내용을 인정한 경우, 공동피고인 (甲)이 그 피의자 신문조서의 진정성립 및"
112,불이익 변경 금지의 원칙에 대한 설명으로 옳지 않은 것은?,B,C,False,B.
113,형사소송의 구조에 대한 설명으로 옳지 않은 것은?,A,D,False,"주어진 선택지들에 대한 분석을 해보면:

A. 소추기관과 재판기관이 분리되었는지 여부에 따라 규문주의와 탄핵주의로 구별된 다.  
- 이 설명은 기본적으로 사실과 일치하지 않으며 정확하지 않습니다. 규문주의와 탄핵주의는 소추기관과 재판기관의 분리에 의한 구별이 아닌 다른 기준에 의해 구분됩니다.

B. 소송의 스포츠화 또는 합법적 도박이 야기될 수 있다는 점은 당사자주의에 대한 비판이고, 사건의 심리가 국가기관의 자의적 판단이나 독단으로 흐를 수 있다는 점은 직권주의에 대한 비판이다.  
- 이 항목은 정확하게 비판의 내용을 반영하고 있으며, 형사소송법의 기본 원칙과 관련이 있습니다.

C. 증인에 대한 교호신문 절차, 증거동의 제도는 당사자주의적 요소이다.  
- 당사자주의의 특징을 잘 설명하고 있으며, 사실과 일치합니다.

D. 피고인 신문 문제도, 법원의 공소장 변경 요구의 무, 공소장 일본주의는 직권주의적 요소이다.  
- 이 설명은 부정확합니다. 공소장 일본주의는 당사자의 권리보호와 관련이 깊고, 직권"
114,피고인의 특정에 대한 설명으로 옳지 않은 것은?,A,B,False,A.
115,형의 집행 및 수용자의 처우에 관한 법률 상용어에 대한 설명으로 옳지 않은 것은?,A,B,False,A
116,약식절차에 대한 설명으로 옳은 것은?,A,C,False,"A. 법원은 검사의 청구가 있는 때에는 공판 절차 없이 약식 명령으로 피고인을 벌금, 구류 또는 과료에 처할 수 있다."
117,(업무상) 횡령죄에 대한 설명으로 옳지 않은 것은?,B,A,False,B.
118,사실의 착오에 대한 설명으로 옳은 것은?,A,D,False,C. 甲은 A를 살해할 의사로 돌로 내려쳐 정신을 잃고 늘어지자 A가 죽었다고 생각하고 A를 웅덩이에 묻었으나 사실은 A가 매장으로 인하여 질식사한 경우 판례에 따르면 A에 대한 살인미수죄와 과실치사죄의 상상적 경합이 성립한 다.
119,벌금형에 대한 설명으로 옳지 않은 것은?,D,A,False,답변: D
120,포괄일죄에 대한 설명으로 옳지 않은 것은?,A,C,False,"문제의 핵심 형법 쟁점은 포괄일죄에 대한 잘못된 설명을 찾는 것입니다. 포괄일죄에 대한 각 선택지를 분석해보겠습니다.

A. 포괄일죄로 되는 개개의 범죄행위가 ‘다른 종류의 죄’의 확정 판결의 전후에 걸쳐서 행하여진 경우에는 그죄는 2죄로 분리되지 않고 확정 판결 후인 최종의 범죄행위 시에 완성되는 것이 다.  
- 위법성이 있습니다. 포괄일죄와 개별 범죄는 사건의 입장에서 한 개의 범죄로 인정되나, 다른 종류의 죄로 인한 판결 전후의 범행은 별도로 인식되지 않습니다.

B. 포괄일죄의 범행 도중에 공동정범으로 범행에 가담한 자는 비록 그가 그 범행에 가담할 때에 이미 이루어진 종전의 범행을 알았다 하더라도 그가담 이후의 범행에 대하여 만 공동정범으로 책임을 진다.  
- 이 설명은 적절하다고 볼 수 있습니다. 공동정범은 각 범행에 대해 기여한 정도에 따라 책임이 다르게 적용됩니다.

C. 포괄일죄로 된 개개의 범죄행위가 법 개정의 전후에"
121,실행의 착수에 대한 설명으로 옳은 것은?,C,C,True,"정답은 C입니다. 

부정확한 선택지를 분석하겠습니다.

A. 예비․ 음모 후 실행의 착수로 나아가기를 자의로 포기한 경우 중지범 규정을 유추적용할 수 있다는 설명은 잘못되었습니다. 중지범 적용은 명확한 조건이 있지 않는 한 일반적으로 유추적용되지 않습니다.

B. 격분하여 사람을 살해하려고 밖으로 나가 낫을 들고 피해자에게 다가가려고 했으나 제3자가 제지하자 피해자가 도망간 경우에는 의도한 바에 따라 착수를 했다 보기 어렵습니다. 이는 실행의 착수로 보지 않습니다.

C. 야간에 절도의 목적으로 타인의 주거에 침입한 후 물색행위를 하기 전에 발각된 경우, 대체로 야간 주거침입 절도죄의 실행 착수가 인정됩니다. 이는 범죄의 목적을 가지고 주거에 침입했기 때문입니다.

D. 2인 이상이 동하여 피해자의 아파트 출입문을 손괴하다가 발각되어 도주한 경우, 이들은 이미 범행을 위한 실행행위에 착수한 것이므로 형법 제331조 제2항 특수절도죄의 실행 착수가 인정됩니다.

결과적으로 C가 가장 적절한 설명이므로 최종 선택지는 C입니다."
122,사실 의 착 오에 대한 설명으로 옳은 것은?,A,D,False,"문제의 쟁점은 사실의 착오에 관한 것으로, 각 선택지에서 설명된 상황과 적용되는 법리를 분석해 보겠습니다.

A. 甲은 A를 살해할 의사로 A의 물병에 독약을 탔으나 A의 개가 이 물을 마시고 죽은 경우 구체적 부합설에 따르면 살인미수 죄와 손괴죄의 상상적 경합이 성립한다.
- 이 경우 甲은 A를 살해할 의사로 행동했지만 결과적으로 A가 아닌 개가 죽었습니다. 구체적 부합설에 따라 미수죄가 성립할 가능성이 있으나 손괴죄가 성립하는 것은 맞지 않으므로 틀린 설명입니다.

B. 甲은 절취의 의사로 A의 지갑을 몰래 가지고 왔으나 알고 보니 그 지갑이 B의 지갑이었던 경우 법정적 부합설에 따르면 A에 대한 절도 미수죄가 성립한다.
- 이 경우 甲이 A의 지갑으로 착각하고 절취를 한 것이므로 A에 대한 절도 미수죄가 성립합니다. 맞는 설명입니다.

C. 甲은 A를 살해할 의사로 돌로 내려쳐 정신을 잃고 늘어지자 A가 죽었다고 생각하고 A를 웅덩이에"
123,신용카드 범죄에 대한 설명으로 옳지 않은 것은?,A,D,False,A
124,범죄자 처우의 모델에 대한 설명으로 옳지 않은 것은?,B,C,False,B. 의료(치료․갱생) 모델 － 수용자에 대한 강제적 처우로 인권 침해라는 비판을 받았다.
